X, Y, T, Action
1.3925, -0.394098, -0.957759, Stop
1.3925, -0.394094, -0.957763, Stop
1.39247, -0.394083, -0.957781, Stop
1.39248, -0.394092, -0.957757, Stop
1.3925, -0.394122, -0.95773, GoToPosition
1.39248, -0.394129, -0.95773, Stop
1.39248, -0.394127, -0.957712, GoToPosition
1.39248, -0.394127, -0.957715, Stop
1.39247, -0.394152, -0.957687, Stop
1.39245, -0.394126, -0.957665, Stop
1.39241, -0.394065, -0.957616, Stop
1.39243, -0.394083, -0.957581, Stop
1.39243, -0.394114, -0.957573, Stop
1.39241, -0.394134, -0.957583, Stop
1.39241, -0.394137, -0.957524, Stop
1.3924, -0.394128, -0.957523, Stop
1.39237, -0.394147, -0.957484, Stop
1.39237, -0.394163, -0.957484, GoToPosition
1.39238, -0.394155, -0.957489, Stop
1.39236, -0.394159, -0.957475, GoToPosition
1.3924, -0.394152, -0.957436, Stop
1.39243, -0.39414, -0.95741, GoToPosition
1.39243, -0.394166, -0.957408, Stop
1.39242, -0.394197, -0.957402, GoToPosition
1.39237, -0.394166, -0.957392, Stop
1.39234, -0.394157, -0.95741, GoToPosition
1.39234, -0.394157, -0.95741, Stop
1.39234, -0.394146, -0.957384, TurnToAngle
1.39235, -0.394159, -0.957367, Turn
1.39248, -0.394, -1.00003, Stop
1.39226, -0.393729, -1.01378, Stop
1.39226, -0.393729, -1.01375, GoToPosition
1.39221, -0.393695, -1.0137, Stop
1.39217, -0.393669, -1.0137, GoToPosition
1.39213, -0.393663, -1.01369, Stop
1.39209, -0.393666, -1.01369, GoToPosition
1.39207, -0.393656, -1.01371, Stop
1.39207, -0.393665, -1.01371, Stop
1.39206, -0.393654, -1.01371, Stop
1.39206, -0.393656, -1.01369, GoToPosition
1.39207, -0.393648, -1.01368, Stop
1.39205, -0.393657, -1.01367, Stop
1.39202, -0.39364, -1.01365, GoToPosition
1.39202, -0.393629, -1.01363, Stop
1.39201, -0.393589, -1.01361, Stop
1.39201, -0.393555, -1.01355, GoToPosition
1.39197, -0.393558, -1.01353, Stop
1.39195, -0.393589, -1.01352, GoToPosition
1.39195, -0.393548, -1.01352, Stop
1.39192, -0.393535, -1.01348, GoToPosition
1.39188, -0.393516, -1.01346, Stop
1.39187, -0.393513, -1.01344, GoToPosition
1.38421, -0.381541, -1.05988, Stop
1.37017, -0.361447, -1.05988, GoToPosition
1.34816, -0.339496, -1.11739, Stop
1.34837, -0.338321, -1.12145, Stop
1.34837, -0.338313, -1.12149, Stop
1.34842, -0.33832, -1.12152, Stop
1.34842, -0.338335, -1.12151, Stop
1.3484, -0.33834, -1.12159, Stop
1.34841, -0.338321, -1.12156, GoToPosition
1.34842, -0.338317, -1.12156, Stop
1.34843, -0.338321, -1.12157, Stop
1.3484, -0.338283, -1.12153, Stop
1.34842, -0.338269, -1.12143, Stop
1.34844, -0.338268, -1.12138, GoToPosition
1.34843, -0.338284, -1.12137, Stop
1.34844, -0.338263, -1.12132, GoToPosition
1.34842, -0.338272, -1.12129, Stop
1.3484, -0.338255, -1.12121, Stop
1.34835, -0.338208, -1.12123, Stop
1.34831, -0.338186, -1.12124, Stop
1.34832, -0.338165, -1.12122, Stop
1.34829, -0.338181, -1.12121, GoToPosition
1.34829, -0.338189, -1.12121, Stop
1.34829, -0.338211, -1.12121, Stop
1.34828, -0.338249, -1.12114, Stop
1.34827, -0.338246, -1.12113, Stop
1.34826, -0.338209, -1.12111, Stop
1.34826, -0.338211, -1.1211, Stop
1.34825, -0.338199, -1.12109, Stop
1.34823, -0.338213, -1.12107, GoToPosition
1.34822, -0.338191, -1.12107, Stop
1.34823, -0.33818, -1.12099, Stop
1.3482, -0.338198, -1.12088, Stop
1.34821, -0.338201, -1.12089, GoToPosition
1.3482, -0.338212, -1.12085, Stop
1.34819, -0.338182, -1.12081, GoToPosition
1.34816, -0.338189, -1.12079, TurnToAngle
1.34814, -0.33817, -1.12078, Turn
1.34821, -0.338644, -1.12842, GoToPosition
1.34826, -0.338156, -1.16315, TurnToAngle
1.34825, -0.338152, -1.1986, Turn
1.34829, -0.337911, -1.23458, GoToPosition
1.34846, -0.337305, -1.27064, TurnToAngle
1.34846, -0.337379, -1.30685, Turn
1.34856, -0.337067, -1.34314, GoToPosition
1.34869, -0.336777, -1.37946, TurnToAngle
1.3487, -0.336632, -1.41581, Turn
1.34866, -0.336688, -1.45213, GoToPosition
1.34876, -0.336607, -1.47638, TurnToAngle
1.34881, -0.33652, -1.51271, Turn
1.34905, -0.336239, -1.54907, GoToPosition
1.34909, -0.336208, -1.58547, TurnToAngle
1.34906, -0.336227, -1.62187, Turn
1.34903, -0.336211, -1.64617, GoToPosition
1.34895, -0.336215, -1.68254, TurnToAngle
1.34886, -0.33611, -1.71892, Turn
1.34878, -0.336135, -1.75529, GoToPosition
1.34867, -0.336257, -1.79168, TurnToAngle
1.3487, -0.336215, -1.79168, Turn
1.3487, -0.336215, -1.82807, GoToPosition
1.34844, -0.336155, -1.86445, TurnToAngle
1.34837, -0.336156, -1.90088, Turn
1.34819, -0.336213, -1.97365, GoToPosition
1.34819, -0.336213, -1.97365, TurnToAngle
1.34798, -0.336221, -2.05848, Turn
1.34798, -0.336221, -2.09402, GoToPosition
1.34783, -0.336278, -2.09402, TurnToAngle
1.34772, -0.336435, -2.12892, Turn
1.34715, -0.336604, -2.20885, TurnToAngle
1.3465, -0.336742, -2.24127, Turn
1.34577, -0.336854, -2.34712, TurnToAngle
1.34554, -0.336897, -2.37832, Turn
1.34551, -0.336861, -2.37832, GoToPosition
1.34515, -0.336899, -2.4088, TurnToAngle
1.34515, -0.336899, -2.43771, Turn
1.34476, -0.33686, -2.47619, GoToPosition
1.3445, -0.336938, -2.50443, TurnToAngle
1.34399, -0.336884, -2.5323, Turn
1.34373, -0.336902, -2.58761, GoToPosition
1.34373, -0.336902, -2.58761, TurnToAngle
1.34348, -0.33683, -2.6139, Turn
1.34259, -0.336601, -2.67455, GoToPosition
1.34259, -0.336601, -2.67455, TurnToAngle
1.34171, -0.336427, -2.72456, Turn
1.34161, -0.336393, -2.74923, GoToPosition
1.34132, -0.336398, -2.77294, TurnToAngle
1.34128, -0.336363, -2.77294, Turn
1.34124, -0.336288, -2.80885, TurnToAngle
1.34121, -0.336302, -2.82678, Turn
1.34125, -0.336396, 0.138681, GoToPosition
1.34107, -0.336277, -2.89157, TurnToAngle
1.3409, -0.33617, -2.91266, Turn
1.34075, -0.336039, -2.93362, GoToPosition
1.34056, -0.335948, -2.96106, TurnToAngle
1.34041, -0.335882, -2.98165, Turn
1.34028, -0.335745, -3.02147, TurnToAngle
1.33995, -0.335432, -3.0671, TurnToAngle
1.33956, -0.335079, -3.11269, TurnToAngle
1.33934, -0.334854, -3.13223, Turn
1.33912, -0.334678, 3.11518, TurnToAngle
1.33918, -0.334748, 3.09265, Turn
1.33921, -0.334785, 3.09265, GoToPosition
1.33929, -0.334955, 3.05982, TurnToAngle
1.33939, -0.334968, 3.03814, Turn
1.33943, -0.335032, 3.01141, TurnToAngle
1.33945, -0.335088, 2.99027, Turn
1.33945, -0.335088, 2.99027, GoToPosition
1.3394, -0.335136, 2.97469, TurnToAngle
1.33944, -0.335182, 2.94377, Turn
1.33949, -0.335294, 2.9284, TurnToAngle
1.33953, -0.335346, 2.90843, Turn
1.33962, -0.335506, 2.87865, TurnToAngle
1.33966, -0.335649, 2.84974, Turn
1.33964, -0.335647, 2.85246, GoToPosition
0, 0, 2.866, TurnToAngle
1.33958, -0.335592, 2.87956, Turn
1.33952, -0.335588, 2.88161, TurnToAngle
1.33957, -0.335596, 2.8683, Turn
1.33966, -0.335726, 2.85496, GoToPosition
1.33962, -0.335807, 2.84134, TurnToAngle
1.33959, -0.335908, 2.81311, Turn
1.33956, -0.33598, 2.79935, GoToPosition
1.33956, -0.33598, 2.79935, TurnToAngle
1.33954, -0.336007, 2.77219, Turn
1.33954, -0.336007, 2.77219, GoToPosition
1.31356, -0.325294, 2.74823, TurnToAngle
1.29725, -0.318455, 2.73714, Turn
1.28097, -0.31145, 2.72675, GoToPosition
1.26502, -0.304451, 2.71631, TurnToAngle
1.24904, -0.297181, 4.59177e-41, Turn
1.23304, -0.289802, 2.6942, GoToPosition
1.23304, -0.289802, 2.68407, TurnToAngle
1.21721, -0.282147, 2.67374, Turn
1.20145, -0.27434, 2.6821, GoToPosition
1.19169, -0.269881, 2.70112, GoAhead
1.17534, -0.264053, 2.72445, TurnToAngle
1.15925, -0.256778, 2.72435, Turn
1.11098, -0.235082, 2.71808, TurnToAngle
1.11098, -0.235082, 2.70759, Turn
1.07388, -0.217658, 2.69355, GoToPosition
1.05799, -0.209979, 2.67194, TurnToAngle
1.04242, -0.201851, 2.66102, Turn
1.02679, -0.19377, 2.65014, GoToPosition
1.00614, -0.182571, 2.63618, GoAhead
